Date,Open,High,Low,Close,Adj Close,Volume
2019-12-13,146.800003,148.399994,145.149994,145.529999,131.881744,3311700
2019-12-16,147.710007,148.300003,145.229996,145.360001,131.727707,2414800
2019-12-17,145.500000,146.990005,145.460007,146.369995,132.642960,2850800
2019-12-18,146.500000,147.300003,145.600006,147.119995,133.322632,2629500
2019-12-19,146.979996,146.979996,144.300003,145.020004,131.419601,3576800
2019-12-20,147.380005,147.770004,145.240005,147.570007,133.730438,6805400
2019-12-23,147.679993,148.529999,146.779999,148.500000,134.573227,2346500
2019-12-24,148.699997,148.800003,147.289993,147.479996,133.648865,966200
2019-12-26,147.899994,148.229996,146.990005,148.220001,134.319489,1576900
2019-12-27,148.639999,148.929993,147.990005,148.279999,134.373825,1544500
2019-12-30,148.419998,148.470001,147.009995,147.520004,133.685120,1789200
2019-12-31,147.429993,148.229996,146.789993,147.679993,133.830093,1952500
2020-01-02,149.000000,150.550003,147.979996,150.529999,136.412827,3311900
2020-01-03,148.770004,149.960007,147.449997,148.440002,134.518829,3100600
2020-01-06,147.270004,148.559998,146.539993,148.339996,134.428192,2549600
2020-01-07,147.350006,147.570007,145.509995,146.380005,132.652023,2841900
2020-01-08,146.830002,148.570007,146.460007,147.679993,133.830093,2153200
2020-01-09,147.809998,147.970001,146.509995,147.309998,133.494812,2272500
2020-01-10,147.449997,147.720001,145.830002,146.130005,132.425461,2393700
2020-01-13,146.529999,146.830002,145.550003,146.820007,133.050781,3355200
2020-01-14,147.449997,147.979996,146.309998,146.679993,132.923904,2742200
2020-01-15,146.220001,146.740005,145.199997,145.570007,131.917999,2640500
2020-01-16,146.429993,147.929993,146.240005,147.869995,134.002304,3070900
2020-01-17,147.210007,148.270004,146.600006,147.779999,134.860107,3331500
2020-01-21,147.199997,147.869995,145.690002,145.850006,133.098846,2476700
2020-01-22,146.250000,146.559998,142.520004,142.630005,130.160370,3602400
2020-01-23,141.809998,143.210007,139.800003,142.750000,130.269852,3182700
2020-01-24,142.550003,142.699997,139.259995,140.380005,128.107086,2526200
2020-01-27,136.899994,137.809998,135.570007,135.729996,123.863602,2920500
2020-01-28,137.020004,137.600006,135.619995,136.740005,124.785332,2763800
2020-01-29,137.589996,137.759995,135.669998,135.779999,123.909248,2620000
2020-01-30,134.759995,135.970001,132.910004,135.369995,123.535088,3862600
2020-01-31,133.820007,134.990005,130.539993,131.350006,119.866531,6785700
2020-02-03,131.440002,133.160004,129.300003,129.770004,118.424652,4385300
2020-02-04,133.000000,134.779999,132.679993,133.509995,121.837685,3501600
2020-02-05,135.550003,137.470001,135.440002,137.440002,125.424088,4448100
2020-02-06,138.199997,138.330002,136.130005,137.250000,125.250732,2283800
2020-02-07,136.039993,136.490005,133.000000,133.369995,121.709900,3812300
2020-02-10,133.039993,134.330002,132.779999,134.320007,122.576912,2331600
2020-02-11,135.490005,137.229996,135.059998,136.190002,124.283386,2381900
2020-02-12,138.399994,139.940002,138.089996,139.589996,127.386147,3222000
2020-02-13,140.000000,140.500000,138.429993,139.720001,127.504784,3318800
2020-02-14,139.490005,139.619995,136.889999,137.990005,125.926025,2813400
2020-02-18,137.460007,138.570007,135.080002,136.580002,124.639290,3869700
2020-02-19,136.789993,137.210007,136.059998,136.860001,124.894814,2134900
2020-02-20,136.259995,138.889999,136.199997,136.929993,124.958672,2678200
2020-02-21,136.500000,137.440002,135.110001,137.210007,125.214195,2855600
2020-02-24,132.529999,133.860001,132.050003,132.169998,120.614815,4964800
2020-02-25,132.970001,133.139999,128.250000,129.000000,117.721977,4840200
2020-02-26,129.649994,130.990005,127.550003,128.250000,117.037560,3902500
2020-02-27,125.599998,128.529999,123.220001,123.269997,112.492935,7369000
2020-02-28,119.570000,124.239998,119.029999,124.239998,113.378128,8300700
2020-03-02,125.050003,127.879997,123.010002,127.599998,116.444382,6100200
2020-03-03,127.000000,129.559998,123.779999,124.379997,113.505890,6358100
2020-03-04,126.070000,127.440002,124.309998,127.400002,116.261887,5074700
2020-03-05,123.150002,124.849998,121.239998,121.970001,111.306587,6015300
2020-03-06,119.000000,121.849998,118.830002,121.410004,110.795555,5767900
2020-03-09,112.989998,112.989998,104.029999,104.070000,94.971519,8636200
2020-03-10,108.639999,109.059998,99.110001,106.489998,97.179939,8293200
2020-03-11,103.800003,104.750000,100.070000,100.690002,91.887024,6543600
2020-03-12,93.500000,94.279999,87.500000,92.260002,84.194031,10285900
2020-03-13,98.389999,99.910004,90.139999,99.639999,90.928833,8718600
2020-03-16,89.000000,105.849998,88.500000,93.410004,85.243492,9899000
2020-03-17,96.010002,100.440002,92.970001,100.199997,91.439880,7206100
2020-03-18,93.989998,102.949997,93.110001,100.120003,91.366859,6995100
2020-03-19,99.230003,104.400002,97.250000,103.010002,94.004204,6870800
2020-03-20,103.120003,103.989998,94.160004,95.500000,87.150780,7650300
2020-03-23,93.900002,96.239998,90.639999,91.849998,83.819862,6737500
2020-03-24,96.059998,102.029999,95.169998,101.339996,92.480209,7417100
2020-03-25,101.169998,108.500000,98.500000,104.669998,95.519073,6578100
2020-03-26,104.849998,110.970001,102.889999,110.500000,100.839378,6059600
2020-03-27,104.430000,109.639999,103.400002,105.440002,96.221756,5746500
2020-03-30,106.330002,112.839996,104.930000,111.709999,101.943604,5725600
2020-03-31,110.730003,116.910004,110.260002,116.040001,105.895035,8970800
2020-04-01,112.089996,116.750000,109.500000,111.349998,101.615059,6847000
2020-04-02,111.230003,118.519997,111.129997,116.739998,106.533836,8106500
2020-04-03,115.500000,116.839996,112.120003,114.669998,104.644791,5036400
2020-04-06,120.040001,121.730003,118.129997,120.430000,109.901237,5785600
2020-04-07,122.889999,128.800003,120.510002,121.919998,111.260948,8489900
2020-04-08,122.989998,128.179993,121.040001,127.400002,116.261887,4686100
2020-04-09,128.649994,129.600006,123.150002,125.029999,114.099075,4752100
2020-04-13,119.949997,120.050003,113.580002,114.139999,104.161156,10519600
2020-04-14,116.500000,117.839996,114.510002,116.480003,106.296577,7166300
2020-04-15,112.959999,113.099998,109.800003,111.529999,101.779327,5652800
2020-04-16,111.849998,113.470001,108.860001,113.220001,103.321571,5926400
2020-04-17,114.449997,116.540001,113.849998,116.300003,107.106682,4132300
2020-04-20,114.440002,117.070000,112.120003,114.599998,105.541054,4083800
2020-04-21,111.040001,111.040001,108.599998,109.849998,101.166550,5743300
2020-04-22,112.029999,112.099998,109.209999,110.639999,101.894104,3794000
2020-04-23,111.330002,115.230003,110.949997,112.910004,103.984665,3545400
2020-04-24,113.989998,114.379997,111.209999,114.040001,105.025337,3045300
2020-04-27,110.849998,116.129997,109.730003,115.199997,106.093643,5344800
2020-04-28,117.860001,118.000000,113.370003,115.459999,106.333084,5604600
2020-04-29,116.959999,120.820000,116.529999,120.059998,110.569466,4261100
2020-04-30,118.000000,118.250000,115.330002,116.379997,107.180359,4040500
2020-05-01,114.000000,114.589996,110.570000,110.879997,102.115128,3960400
2020-05-04,110.019997,110.279999,106.580002,107.720001,99.204910,4500700
2020-05-05,109.239998,111.089996,108.739998,108.910004,100.300850,3477400
2020-05-06,110.029999,110.239998,106.699997,107.669998,99.158875,4465300
2020-05-07,109.019997,110.050003,106.779999,107.290001,98.808922,4377900
2020-05-08,108.970001,112.199997,108.300003,112.110001,103.247894,3911300
2020-05-11,110.160004,110.769997,108.180000,108.610001,100.024567,4207300
2020-05-12,109.110001,109.330002,105.000000,105.000000,96.699936,3874100
2020-05-13,105.139999,105.290001,102.550003,104.480003,96.221039,5376100
2020-05-14,102.500000,106.279999,100.220001,106.190002,97.795876,5542400
2020-05-15,105.180000,107.989998,104.279999,107.919998,99.389114,6583100
2020-05-18,112.220001,115.660004,112.010002,115.019997,105.927879,5603500
2020-05-19,114.949997,115.440002,112.010002,112.080002,103.220268,3404900
2020-05-20,113.309998,117.480003,113.050003,115.690002,106.544914,3735700
2020-05-21,114.949997,115.680000,113.820000,114.059998,105.043747,2342300
2020-05-22,114.129997,114.160004,111.470001,112.470001,103.579453,2735100
2020-05-26,115.980003,118.559998,115.980003,117.410004,108.128944,4185100
2020-05-27,119.720001,122.489998,119.529999,122.419998,112.742912,4462700
2020-05-28,124.750000,124.830002,120.279999,120.739998,111.195724,3743700
2020-05-29,119.629997,120.709999,117.570000,120.129997,110.633934,4219000
2020-06-01,119.860001,121.199997,117.610001,120.500000,110.974686,2131300
2020-06-02,121.839996,123.820000,121.279999,123.320000,113.571770,2977500
2020-06-03,125.449997,127.349998,125.010002,127.089996,117.043739,3712600
2020-06-04,125.410004,129.029999,124.739998,128.960007,118.765938,3076700
2020-06-05,137.850006,139.369995,133.389999,135.119995,124.438965,5591900
2020-06-08,135.320007,139.940002,135.320007,137.720001,126.833443,4139200
2020-06-09,135.020004,135.410004,133.210007,134.190002,123.582527,3819600
2020-06-10,133.720001,135.380005,130.559998,132.440002,121.970856,4018700
2020-06-11,126.410004,126.839996,121.519997,121.550003,111.941696,5969300
2020-06-12,124.400002,125.169998,119.349998,123.150002,113.415215,4492700
2020-06-15,118.510002,124.379997,118.010002,123.610001,113.838860,4093100
2020-06-16,131.369995,132.440002,126.389999,130.110001,119.825035,6892400
2020-06-17,130.160004,130.470001,127.760002,128.229996,118.093628,3228100
2020-06-18,127.139999,128.979996,126.699997,127.589996,117.504227,2467700
2020-06-19,130.000000,130.000000,125.730003,127.459999,117.384514,6488000
2020-06-22,126.360001,126.480003,124.599998,125.790001,115.846535,2806300
2020-06-23,127.389999,127.570000,125.830002,126.250000,116.270157,2357100
2020-06-24,124.790001,124.839996,121.830002,122.059998,112.411369,3766500
2020-06-25,121.610001,124.830002,120.800003,124.709999,114.851891,2903400
2020-06-26,124.330002,124.440002,121.449997,122.389999,112.715286,3645800
2020-06-29,123.720001,126.040001,123.279999,125.250000,115.349197,2798700
2020-06-30,124.010002,127.059998,124.010002,126.500000,116.500404,2778800
2020-07-01,129.380005,129.399994,125.879997,126.059998,116.095177,2807800
2020-07-02,128.250000,130.339996,127.190002,127.720001,117.623962,2527500
2020-07-06,130.130005,130.500000,128.169998,129.429993,119.198776,2491900
2020-07-07,127.739998,128.750000,126.800003,127.199997,117.145065,2018100
2020-07-08,129.330002,129.330002,126.470001,128.130005,118.001549,2279500
2020-07-09,127.540001,128.350006,125.120003,125.730003,115.791275,2663500
2020-07-10,125.970001,128.229996,125.820000,128.009995,117.891022,2691400
2020-07-13,129.419998,132.089996,128.850006,130.570007,120.248688,3708400
2020-07-14,130.320007,137.309998,129.229996,136.880005,126.059898,6540800
2020-07-15,140.169998,140.169998,137.110001,138.360001,127.422852,4915200
2020-07-16,138.300003,140.990005,137.600006,138.559998,127.607079,3621500
2020-07-17,137.869995,138.429993,136.529999,136.899994,127.022522,2458200
2020-07-20,135.759995,136.949997,134.259995,134.630005,124.916298,2478000
2020-07-21,134.770004,137.179993,134.429993,135.869995,126.066833,3221100
2020-07-22,135.250000,137.869995,135.190002,136.979996,127.096779,2156800
2020-07-23,136.899994,137.520004,135.710007,136.600006,126.744179,1613700
2020-07-24,137.199997,138.690002,136.850006,137.580002,127.653488,2036300
2020-07-27,137.149994,140.339996,137.059998,139.889999,129.796783,2506900
2020-07-28,138.940002,139.990005,137.919998,138.029999,128.070999,2029900
2020-07-29,138.580002,141.080002,137.800003,140.529999,130.390594,2338300
2020-07-30,139.080002,139.100006,135.970001,136.729996,126.864784,3063500
2020-07-31,132.429993,135.149994,130.210007,132.880005,123.292557,6780900
2020-08-03,132.300003,133.000000,131.100006,131.779999,122.271935,2851100
2020-08-04,131.369995,132.440002,130.669998,131.520004,122.030716,2301800
2020-08-05,132.779999,135.940002,132.610001,134.970001,125.231796,2767800
2020-08-06,134.520004,135.210007,133.699997,134.389999,124.693626,2446400
2020-08-07,134.000000,135.110001,132.520004,134.919998,125.185394,2223700
2020-08-10,135.729996,142.160004,135.679993,142.020004,131.773148,5181600
2020-08-11,144.020004,146.199997,142.289993,142.529999,132.246307,4206000
2020-08-12,143.949997,144.169998,141.330002,142.570007,132.283417,2541200
2020-08-13,141.600006,142.740005,139.770004,140.669998,130.520508,2939900
2020-08-14,139.449997,140.889999,138.770004,139.960007,129.861740,2038500
2020-08-17,140.149994,140.600006,138.300003,138.720001,128.711212,2284000
2020-08-18,138.949997,140.110001,138.080002,138.369995,128.386459,1563200
2020-08-19,138.500000,139.919998,137.460007,138.020004,128.061722,1849500
2020-08-20,136.020004,137.979996,135.649994,137.479996,127.560692,2279700
2020-08-21,136.800003,139.000000,136.800003,138.429993,128.442139,2524600
2020-08-24,139.759995,142.250000,139.080002,141.679993,131.457642,2921700
2020-08-25,142.669998,144.929993,140.539993,141.149994,130.965866,2467500
2020-08-26,140.479996,142.440002,139.809998,141.830002,131.596802,2379900
2020-08-27,142.130005,144.339996,141.279999,143.369995,133.025726,3010300
2020-08-28,144.279999,145.850006,142.690002,143.630005,133.266953,3698700
2020-08-31,143.500000,143.600006,142.270004,142.309998,132.042206,2886500
2020-09-01,141.669998,146.119995,140.910004,146.050003,135.512360,2673900
2020-09-02,146.869995,149.550003,146.399994,149.270004,138.500015,4515500
2020-09-03,148.589996,151.199997,145.300003,146.759995,136.171097,4479100
2020-09-04,148.699997,150.779999,146.039993,148.179993,137.488632,5129400
2020-09-08,147.000000,150.759995,145.720001,148.520004,137.804153,4775200
2020-09-09,149.800003,155.479996,149.210007,152.690002,141.673264,5345100
2020-09-10,152.009995,153.250000,148.750000,149.860001,139.047455,4387000
2020-09-11,150.479996,154.399994,150.240005,153.830002,142.731033,3237100
2020-09-14,154.000000,154.800003,152.210007,153.509995,142.434097,2569300
2020-09-15,154.199997,154.470001,148.360001,148.600006,137.878372,4092400
2020-09-16,150.000000,151.979996,148.369995,151.110001,140.207275,3302000
2020-09-17,149.850006,156.250000,149.149994,153.869995,142.768143,4487000
2020-09-18,153.679993,156.210007,152.059998,152.389999,141.394882,5113500
2020-09-21,148.559998,149.500000,143.869995,145.330002,134.844284,4278200
2020-09-22,145.009995,147.500000,144.500000,147.149994,136.532990,2579500
2020-09-23,147.479996,148.910004,143.600006,144.380005,133.962830,2420100
2020-09-24,144.020004,147.440002,142.729996,145.139999,134.668015,2138800
2020-09-25,143.889999,146.699997,143.009995,145.910004,135.382462,1848900
2020-09-28,148.000000,150.309998,147.410004,147.679993,137.024719,2212700
2020-09-29,148.369995,148.970001,146.210007,147.410004,136.774200,1605600
2020-09-30,148.000000,150.949997,147.740005,149.149994,138.388672,3642800
2020-10-01,149.919998,150.309998,145.649994,146.710007,136.124756,2157400
2020-10-02,144.270004,151.250000,143.750000,149.940002,139.121674,3220500
2020-10-05,152.169998,154.449997,151.619995,153.490005,142.415543,2597700
2020-10-06,154.000000,155.449997,151.279999,151.529999,140.596924,2559800
2020-10-07,153.279999,156.059998,153.199997,154.770004,143.603180,2334200
2020-10-08,155.750000,156.729996,154.240005,156.660004,145.356827,1842900
2020-10-09,157.869995,159.389999,157.399994,158.940002,147.472336,4084200
2020-10-12,159.970001,163.199997,159.520004,162.610001,150.877518,4279800
2020-10-13,161.720001,163.179993,161.119995,162.119995,150.422882,3319000
2020-10-14,162.660004,164.820007,162.500000,163.610001,151.805359,4087100
2020-10-15,160.270004,165.779999,160.149994,165.039993,153.132187,2958500
2020-10-16,167.250000,170.509995,166.619995,168.750000,156.574509,5569000
2020-10-19,168.740005,170.020004,166.800003,167.529999,155.442535,2757700
2020-10-20,168.199997,171.259995,167.910004,168.990005,156.797211,3007100
2020-10-21,169.809998,170.520004,166.740005,167.399994,155.321930,2502000
2020-10-22,167.979996,169.850006,166.889999,169.660004,157.418884,2356800
2020-10-23,169.369995,170.649994,167.559998,168.589996,157.381516,2857300
2020-10-26,166.639999,166.639999,160.830002,163.199997,152.349869,4506600
2020-10-27,160.960007,161.850006,157.009995,157.910004,147.411575,4857900
2020-10-28,153.800003,155.429993,150.520004,151.160004,141.110336,5645100
2020-10-29,150.600006,155.509995,149.630005,154.669998,144.386963,3867200
2020-10-30,153.960007,157.289993,153.039993,157.050003,146.608734,4373500
2020-11-02,159.199997,163.850006,157.649994,163.270004,152.415222,4072400
2020-11-03,165.000000,169.000000,163.070007,167.690002,156.541382,4843600
2020-11-04,159.179993,162.380005,155.229996,155.229996,144.909714,9081700
2020-11-05,157.669998,164.960007,157.600006,163.089996,152.247177,4821600
2020-11-06,163.940002,165.539993,160.759995,161.289993,150.566849,2983000
